Number,Date,Distance,Average Speed,Vertical,Profile score,Stage type,Year,Race 
19,12 July 1923,275,21.56,,,4,1923,tour-de-france
20,-1,-1,-1,-1,-1,-1,1923,tour-de-france
21,14 July 1923,260,26.43,,,4,1923,tour-de-france
22,-1,-1,-1,-1,-1,-1,1923,tour-de-france
23,16 July 1923,377,24.89,,,1,1923,tour-de-france
24,-1,-1,-1,-1,-1,-1,1923,tour-de-france
25,18 July 1923,300,25.86,,,1,1923,tour-de-france
26,-1,-1,-1,-1,-1,-1,1923,tour-de-france
27,20 July 1923,433,22.89,,,1,1923,tour-de-france
28,-1,-1,-1,-1,-1,-1,1923,tour-de-france
29,22 July 1923,343,22.38,,,1,1923,tour-de-france
1,22 June 1924,381,25.31,,,1,1924,tour-de-france
2,-1,-1,-1,-1,-1,-1,1924,tour-de-france
3,24 June 1924,371,25.45,,,1,1924,tour-de-france
4,-1,-1,-1,-1,-1,-1,1924,tour-de-france
5,26 June 1924,405,25.74,,,1,1924,tour-de-france
6,-1,-1,-1,-1,-1,-1,1924,tour-de-france
7,28 June 1924,412,25,,,1,1924,tour-de-france
8,-1,-1,-1,-1,-1,-1,1924,tour-de-france
9,30 June 1924,482,24.51,,,1,1924,tour-de-france
10,-1,-1,-1,-1,-1,-1,1924,tour-de-france
11,02 July 1924,326,21.16,,,4,1924,tour-de-france
12,-1,-1,-1,-1,-1,-1,1924,tour-de-france
13,04 July 1924,323,25.49,,,4,1924,tour-de-france
14,-1,-1,-1,-1,-1,-1,1924,tour-de-france
15,06 July 1924,427,25,,,1,1924,tour-de-france
16,-1,-1,-1,-1,-1,-1,1924,tour-de-france
17,08 July 1924,280,23.59,,,4,1924,tour-de-france
18,-1,-1,-1,-1,-1,-1,1924,tour-de-france
19,10 July 1924,275,21.4,,,4,1924,tour-de-france
20,-1,-1,-1,-1,-1,-1,1924,tour-de-france
21,12 July 1924,307,25.45,,,4,1924,tour-de-france
22,-1,-1,-1,-1,-1,-1,1924,tour-de-france
23,14 July 1924,360,22.71,,,4,1924,tour-de-france
24,-1,-1,-1,-1,-1,-1,1924,tour-de-france
25,16 July 1924,300,25.85,,,1,1924,tour-de-france
26,-1,-1,-1,-1,-1,-1,1924,tour-de-france
27,18 July 1924,433,21.33,,,1,1924,tour-de-france
28,-1,-1,-1,-1,-1,-1,1924,tour-de-france
29,20 July 1924,0,23.9505,,,0,1924,tour-de-france
1,21 June 1925,340,27.6,,,1,1925,tour-de-france
2,-1,-1,-1,-1,-1,-1,1925,tour-de-france
3,23 June 1925,371,24.57,,,1,1925,tour-de-france
4,-1,-1,-1,-1,-1,-1,1925,tour-de-france
5,25 June 1925,405,24.73,,,1,1925,tour-de-france
6,26 June 1925,208,24.84,,,1,1925,tour-de-france
7,27 June 1925,204,27.46,,,1,1925,tour-de-france
8,28 June 1925,293,26.36,,,1,1925,tour-de-france
9,29 June 1925,189,28.68,,,1,1925,tour-de-france
10,-1,-1,-1,-1,-1,-1,1925,tour-de-france
11,01 July 1925,326,21.29,,,4,1925,tour-de-france
12,-1,-1,-1,-1,-1,-1,1925,tour-de-france
13,03 July 1925,323,24.57,,,4,1925,tour-de-france
14,04 July 1925,215,24.59,,,1,1925,tour-de-france
15,05 July 1925,215,31.15,,,1,1925,tour-de-france
16,-1,-1,-1,-1,-1,-1,1925,tour-de-france
17,07 July 1925,280,25.37,,,4,1925,tour-de-france
18,-1,-1,-1,-1,-1,-1,1925,tour-de-france
19,09 July 1925,275,21.02,,,4,1925,tour-de-france
20,-1,-1,-1,-1,-1,-1,1925,tour-de-france
21,11 July 1925,303,26.11,,,4,1925,tour-de-france
22,-1,-1,-1,-1,-1,-1,1925,tour-de-france
23,13 July 1925,373,23.74,,,4,1925,tour-de-france
24,-1,-1,-1,-1,-1,-1,1925,tour-de-france
25,15 July 1925,334,24.91,,,1,1925,tour-de-france
26,-1,-1,-1,-1,-1,-1,1925,tour-de-france
27,17 July 1925,433,25.29,,,1,1925,tour-de-france
28,-1,-1,-1,-1,-1,-1,1925,tour-de-france
29,19 July 1925,0,24.794,,,0,1925,tour-de-france
1,20 June 1926,373,26.27,,,1,1926,tour-de-france
2,-1,-1,-1,-1,-1,-1,1926,tour-de-france
3,22 June 1926,334,24.76,,,1,1926,tour-de-france
4,-1,-1,-1,-1,-1,-1,1926,tour-de-france
5,24 June 1926,433,25.19,,,1,1926,tour-de-france
6,-1,-1,-1,-1,-1,-1,1926,tour-de-france
7,26 June 1926,361,24.15,,,1,1926,tour-de-france
8,-1,-1,-1,-1,-1,-1,1926,tour-de-france
9,28 June 1926,357,25.08,,,1,1926,tour-de-france
10,-1,-1,-1,-1,-1,-1,1926,tour-de-france
11,30 June 1926,405,24.98,,,1,1926,tour-de-france
12,-1,-1,-1,-1,-1,-1,1926,tour-de-france
13,02 July 1926,412,25.2,,,1,1926,tour-de-france
14,03 July 1926,285,23.75,,,1,1926,tour-de-france
15,04 July 1926,189,24.74,,,1,1926,tour-de-france
16,-1,-1,-1,-1,-1,-1,1926,tour-de-france
17,06 July 1926,326,18.95,,,4,1926,tour-de-france
18,-1,-1,-1,-1,-1,-1,1926,tour-de-france
19,08 July 1926,323,25.8,,,4,1926,tour-de-france
20,-1,-1,-1,-1,-1,-1,1926,tour-de-france
21,10 July 1926,427,24.81,,,1,1926,tour-de-france
22,-1,-1,-1,-1,-1,-1,1926,tour-de-france
23,12 July 1926,280,24.31,,,1,1926,tour-de-france
24,-1,-1,-1,-1,-1,-1,1926,tour-de-france
25,14 July 1926,275,22.92,,,4,1926,tour-de-france
26,-1,-1,-1,-1,-1,-1,1926,tour-de-france
27,16 July 1926,303,24.93,,,4,1926,tour-de-france
28,17 July 1926,321,23.32,,,1,1926,tour-de-france
29,18 July 1926,0,24.0646,,,0,1926,tour-de-france
1,19 June 1927,180,30.36,,,1,1927,tour-de-france
2,20 June 1927,103,30.02,,,1,1927,tour-de-france
3,21 June 1927,225,30.61,,,1,1927,tour-de-france
4,22 June 1927,140,32.21,,,1,1927,tour-de-france
5,23 June 1927,199,30.23,,,1,1927,tour-de-france
6,24 June 1927,206,27.73,,,1,1927,tour-de-france
7,25 June 1927,207,31.01,,,1,1927,tour-de-france
8,26 June 1927,204,33.66,,,1,1927,tour-de-france
9,27 June 1927,285,31.87,,,1,1927,tour-de-france
10,28 June 1927,189,26.15,,,1,1927,tour-de-france
11,-1,-1,-1,-1,-1,-1,1927,tour-de-france
12,30 June 1927,326,19.85,,,4,1927,tour-de-france
13,-1,-1,-1,-1,-1,-1,1927,tour-de-france
14,02 July 1927,323,26.54,,,4,1927,tour-de-france
15,-1,-1,-1,-1,-1,-1,1927,tour-de-france
16,04 July 1927,360,25.04,,,1,1927,tour-de-france
17,05 July 1927,120,31.07,,,1,1927,tour-de-france
18,06 July 1927,220,18.86,,,4,1927,tour-de-france
19,-1,-1,-1,-1,-1,-1,1927,tour-de-france
20,08 July 1927,275,21.21,,,4,1927,tour-de-france
21,09 July 1927,283,23.68,,,4,1927,tour-de-france
22,-1,-1,-1,-1,-1,-1,1927,tour-de-france
23,11 July 1927,213,29.75,,,1,1927,tour-de-france
24,12 July 1927,119,31.66,,,1,1927,tour-de-france
25,13 July 1927,145,33.56,,,1,1927,tour-de-france
26,14 July 1927,165,30.47,,,1,1927,tour-de-france
27,15 July 1927,159,31.75,,,1,1927,tour-de-france
28,16 July 1927,270,29.47,,,1,1927,tour-de-france
29,17 July 1927,0,26.5391,,,0,1927,tour-de-france
1,17 June 1928,207,31.92,,,1,1928,tour-de-france
2,18 June 1928,140,33.27,,,1,1928,tour-de-france
3,19 June 1928,199,30.67,,,1,1928,tour-de-france
4,20 June 1928,206,30.3,,,1,1928,tour-de-france
5,21 June 1928,208,30.92,,,1,1928,tour-de-france
6,22 June 1928,204,31.9,,,1,1928,tour-de-france
7,23 June 1928,285,30.45,,,1,1928,tour-de-france
8,24 June 1928,225,33.14,,,1,1928,tour-de-france
9,-1,-1,-1,-1,-1,-1,1928,tour-de-france
10,26 June 1928,387,23.86,,,4,1928,tour-de-france
11,-1,-1,-1,-1,-1,-1,1928,tour-de-france
12,28 June 1928,323,25.93,,,4,1928,tour-de-france
13,-1,-1,-1,-1,-1,-1,1928,tour-de-france
14,30 June 1928,363,24.7,,,1,1928,tour-de-france
15,-1,-1,-1,-1,-1,-1,1928,tour-de-france
16,02 July 1928,330,24.12,,,4,1928,tour-de-france
17,-1,-1,-1,-1,-1,-1,1928,tour-de-france
18,04 July 1928,333,23.77,,,4,1928,tour-de-france
19,-1,-1,-1,-1,-1,-1,1928,tour-de-france
20,06 July 1928,329,26.13,,,4,1928,tour-de-france
21,-1,-1,-1,-1,-1,-1,1928,tour-de-france
22,08 July 1928,213,31.66,,,1,1928,tour-de-france
23,09 July 1928,119,33.46,,,1,1928,tour-de-france
24,10 July 1928,145,32.89,,,1,1928,tour-de-france
25,11 July 1928,165,33.08,,,1,1928,tour-de-france
26,12 July 1928,159,34.53,,,1,1928,tour-de-france
27,13 July 1928,271,30.82,,,1,1928,tour-de-france
28,14 July 1928,234,30.29,,,1,1928,tour-de-france
29,15 July 1928,0,27.8815,,,0,1928,tour-de-france
1,30 June 1929,206,34.782,,,1,1929,tour-de-france
2,01 July 1929,140,32.2,,,1,1929,tour-de-france
3,02 July 1929,199,31.33,,,1,1929,tour-de-france
4,03 July 1929,206,30.75,,,1,1929,tour-de-france
5,04 July 1929,208,32.08,,,1,1929,tour-de-france
6,05 July 1929,206,32.25,,,1,1929,tour-de-france
7,06 July 1929,285,30.92,,,1,1929,tour-de-france
8,07 July 1929,182,32.46,,,1,1929,tour-de-france
9,-1,-1,-1,-1,-1,-1,1929,tour-de-france
10,09 July 1929,363,21.96,,,4,1929,tour-de-france
11,-1,-1,-1,-1,-1,-1,1929,tour-de-france
12,11 July 1929,323,27.58,,,4,1929,tour-de-france
13,-1,-1,-1,-1,-1,-1,1929,tour-de-france
14,13 July 1929,366,26.86,,,1,1929,tour-de-france
15,-1,-1,-1,-1,-1,-1,1929,tour-de-france
16,15 July 1929,191,32.03,,,1,1929,tour-de-france
17,16 July 1929,133,27.3,,,4,1929,tour-de-france
18,-1,-1,-1,-1,-1,-1,1929,tour-de-france
19,18 July 1929,333,25,,,4,1929,tour-de-france
20,-1,-1,-1,-1,-1,-1,1929,tour-de-france
21,20 July 1929,329,25,,,4,1929,tour-de-france
22,-1,-1,-1,-1,-1,-1,1929,tour-de-france
23,22 July 1929,283,29.58,,,4,1929,tour-de-france
24,23 July 1929,145,32.54,,,1,1929,tour-de-france
25,24 July 1929,165,28.52,,,1,1929,tour-de-france
26,25 July 1929,159,33.58,,,1,1929,tour-de-france
27,26 July 1929,270,29.12,,,1,1929,tour-de-france
28,27 July 1929,234,25.82,,,1,1929,tour-de-france
29,28 July 1929,0,28.1689,,,0,1929,tour-de-france
1,02 July 1930,206,31.21,,,1,1930,tour-de-france
2,03 July 1930,203,28.98,,,1,1930,tour-de-france
3,04 July 1930,206,30.95,,,1,1930,tour-de-france
4,05 July 1930,210,30.28,,,1,1930,tour-de-france
5,06 July 1930,202,30.65,,,1,1930,tour-de-france
6,07 July 1930,285,29.2,,,1,1930,tour-de-france
7,08 July 1930,222,35.87,,,1,1930,tour-de-france
8,09 July 1930,146,28.96,,,1,1930,tour-de-france
9,10 July 1930,231,24.68,,,4,1930,tour-de-france
10,-1,-1,-1,-1,-1,-1,1930,tour-de-france
11,12 July 1930,322,26.93,,,4,1930,tour-de-france
12,-1,-1,-1,-1,-1,-1,1930,tour-de-france
13,14 July 1930,164,28.623,,,1,1930,tour-de-france
14,15 July 1930,209,31.22,,,1,1930,tour-de-france
15,16 July 1930,181,28.45,,,1,1930,tour-de-france
16,17 July 1930,132,28.92,,,4,1930,tour-de-france
17,-1,-1,-1,-1,-1,-1,1930,tour-de-france
18,19 July 1930,333,24.1,,,4,1930,tour-de-france
19,-1,-1,-1,-1,-1,-1,1930,tour-de-france
20,21 July 1930,331,24.24,,,4,1930,tour-de-france
21,-1,-1,-1,-1,-1,-1,1930,tour-de-france
22,23 July 1930,282,28.37,,,4,1930,tour-de-france
23,24 July 1930,223,26.35,,,1,1930,tour-de-france
24,25 July 1930,159,31.24,,,1,1930,tour-de-france
25,26 July 1930,271,26.87,,,1,1930,tour-de-france
26,27 July 1930,0,28.8156,,,0,1930,tour-de-france
1,30 June 1931,208,33.09,,,1,1931,tour-de-france
2,01 July 1931,212,32.02,,,1,1931,tour-de-france
3,02 July 1931,206,32.74,,,1,1931,tour-de-france
4,03 July 1931,211,34.38,,,1,1931,tour-de-france
5,04 July 1931,202,30.54,,,1,1931,tour-de-france
6,05 July 1931,338,31.38,,,1,1931,tour-de-france
7,06 July 1931,180,31.98,,,1,1931,tour-de-france
8,07 July 1931,106,31.13,,,1,1931,tour-de-france
9,08 July 1931,231,25.86,,,4,1931,tour-de-france
10,-1,-1,-1,-1,-1,-1,1931,tour-de-france
11,10 July 1931,322,25.63,,,4,1931,tour-de-france
12,-1,-1,-1,-1,-1,-1,1931,tour-de-france
13,12 July 1931,164,28.07,,,1,1931,tour-de-france
14,13 July 1931,207,32.5,,,1,1931,tour-de-france
15,14 July 1931,181,27.06,,,1,1931,tour-de-france
16,15 July 1931,132,27.59,,,4,1931,tour-de-france
17,-1,-1,-1,-1,-1,-1,1931,tour-de-france
18,17 July 1931,233,26.73,,,4,1931,tour-de-france
19,18 July 1931,102,28.91,,,4,1931,tour-de-france
20,19 July 1931,230,26.69,,,4,1931,tour-de-france
21,20 July 1931,204,25.65,,,4,1931,tour-de-france
22,21 July 1931,282,26.7,,,4,1931,tour-de-france
23,22 July 1931,209,29.44,,,4,1931,tour-de-france
24,23 July 1931,192,30.32,,,1,1931,tour-de-france
25,24 July 1931,159,31.62,,,1,1931,tour-de-france
26,25 July 1931,271,33.3,,,1,1931,tour-de-france
27,26 July 1931,0,28.75,,,0,1931,tour-de-france
1,06 July 1932,208,34.08,,,1,1932,tour-de-france
2,07 July 1932,300,30.43,,,1,1932,tour-de-france
3,-1,-1,-1,-1,-1,-1,1932,tour-de-france
4,09 July 1932,387,29.98,,,1,1932,tour-de-france
5,-1,-1,-1,-1,-1,-1,1932,tour-de-france
6,11 July 1932,206,32.24,,,1,1932,tour-de-france
7,12 July 1932,229,25.42,,,4,1932,tour-de-france
8,-1,-1,-1,-1,-1,-1,1932,tour-de-france
9,14 July 1932,322,27.19,,,4,1932,tour-de-france
10,-1,-1,-1,-1,-1,-1,1932,tour-de-france
11,16 July 1932,168,30.24,,,1,1932,tour-de-france
12,17 July 1932,206,31.6,,,1,1932,tour-de-france
13,18 July 1932,191,29.42,,,1,1932,tour-de-france
14,19 July 1932,132,28.63,,,4,1932,tour-de-france
15,-1,-1,-1,-1,-1,-1,1932,tour-de-france
16,21 July 1932,233,26.8,,,4,1932,tour-de-france
17,22 July 1932,102,30.32,,,4,1932,tour-de-france
18,23 July 1932,230,28.07,,,4,1932,tour-de-france
19,24 July 1932,204,25.53,,,4,1932,tour-de-france
20,25 July 1932,291,29.28,,,4,1932,tour-de-france
21,26 July 1932,145,35.58,,,1,1932,tour-de-france
22,27 July 1932,165,29.24,,,1,1932,tour-de-france
23,28 July 1932,159,30.79,,,1,1932,tour-de-france
24,29 July 1932,271,31.25,,,1,1932,tour-de-france
25,30 July 1932,212,25.6,,,1,1932,tour-de-france
26,31 July 1932,0,29.2147,,,0,1932,tour-de-france
1,27 June 1933,262,33.54,,,1,1933,tour-de-france
2,28 June 1933,192,34.5,,,1,1933,tour-de-france
3,29 June 1933,166,35.9,,,1,1933,tour-de-france
4,30 June 1933,220,30.4,,,4,1933,tour-de-france
5,01 July 1933,293,29.3,,,4,1933,tour-de-france
6,-1,-1,-1,-1,-1,-1,1933,tour-de-france
7,03 July 1933,207,29.92,,,4,1933,tour-de-france
8,04 July 1933,229,26.23,,,4,1933,tour-de-france
9,05 July 1933,102,29.76,,,4,1933,tour-de-france
10,06 July 1933,227,25.89,,,4,1933,tour-de-france
11,07 July 1933,156,34.35,,,1,1933,tour-de-france
12,-1,-1,-1,-1,-1,-1,1933,tour-de-france
13,09 July 1933,128,32.56,,,4,1933,tour-de-france
14,10 July 1933,208,29.63,,,1,1933,tour-de-france
15,11 July 1933,168,27.71,,,1,1933,tour-de-france
16,12 July 1933,166,27.31,,,1,1933,tour-de-france
17,-1,-1,-1,-1,-1,-1,1933,tour-de-france
18,14 July 1933,158,26.41,,,4,1933,tour-de-france
19,15 July 1933,165,28.53,,,4,1933,tour-de-france
20,16 July 1933,91,30.78,,,4,1933,tour-de-france
21,17 July 1933,185,26.4,,,4,1933,tour-de-france
22,-1,-1,-1,-1,-1,-1,1933,tour-de-france
23,19 July 1933,233,29.49,,,1,1933,tour-de-france
24,20 July 1933,183,31.07,,,1,1933,tour-de-france
25,21 July 1933,266,28.91,,,1,1933,tour-de-france
26,22 July 1933,169,34.26,,,1,1933,tour-de-france
27,23 July 1933,0,29.7106,,,0,1933,tour-de-france
1,03 July 1934,262,31.64,,,1,1934,tour-de-france
2,04 July 1934,192,32.96,,,1,1934,tour-de-france
3,05 July 1934,161,32,,,1,1934,tour-de-france
4,06 July 1934,220,30.24,,,4,1934,tour-de-france
5,07 July 1934,293,29.94,,,1,1934,tour-de-france
6,-1,-1,-1,-1,-1,-1,1934,tour-de-france
7,09 July 1934,207,30.65,,,4,1934,tour-de-france
8,10 July 1934,229,26.4,,,4,1934,tour-de-france
9,11 July 1934,102,29.39,,,4,1934,tour-de-france
10,12 July 1934,227,27.87,,,4,1934,tour-de-france
11,13 July 1934,156,31.36,,,1,1934,tour-de-france
12,-1,-1,-1,-1,-1,-1,1934,tour-de-france
13,15 July 1934,126,30.35,,,4,1934,tour-de-france
14,16 July 1934,195,28.57,,,1,1934,tour-de-france
15,17 July 1934,172,33.85,,,1,1934,tour-de-france
16,18 July 1934,177,27.01,,,1,1934,tour-de-france
17,-1,-1,-1,-1,-1,-1,1934,tour-de-france
18,20 July 1934,158,27.32,,,1,1934,tour-de-france
19,21 July 1934,165,30.35,,,4,1934,tour-de-france
20,22 July 1934,91,31.79,,,4,1934,tour-de-france
21,23 July 1934,172,26.33,,,4,1934,tour-de-france
22,-1,-1,-1,-1,-1,-1,1934,tour-de-france
23,25 July 1934,215,30.14,,,1,1934,tour-de-france
24,26 July 1934,183,26.88,,,1,1934,tour-de-france
25,27 July 1934,81,26.99,,,1,1934,tour-de-france
26,27 July 1934,90,35.51,,,1,1934,tour-de-france
27,28 July 1934,275,31.25,,,1,1934,tour-de-france
28,29 July 1934,0,29.6517,,,0,1934,tour-de-france
1,04 July 1935,262,35.41,,,1,1935,tour-de-france
2,05 July 1935,192,34.67,,,1,1935,tour-de-france
3,06 July 1935,161,35.9,,,1,1935,tour-de-france
4,07 July 1935,220,31.41,,,4,1935,tour-de-france
5,08 July 1935,262,31.35,,,1,1935,tour-de-france
6,08 July 1935,58,35.73,,,1,1935,tour-de-france
7,-1,-1,-1,-1,-1,-1,1935,tour-de-france
8,10 July 1935,207,32.37,,,4,1935,tour-de-france
9,11 July 1935,229,30.32,,,4,1935,tour-de-france
10,12 July 1935,102,29.98,,,4,1935,tour-de-france
11,13 July 1935,227,28.29,,,4,1935,tour-de-france
12,14 July 1935,156,35.65,,,1,1935,tour-de-france
13,-1,-1,-1,-1,-1,-1,1935,tour-de-france
